latitude,longitude
35.2001685273084,-116.93370402415705
35.18101128306444,-117.9309170560631
35.418278751655365,-117.17950733733232
34.88594584090797,-117.34988679108514
35.700194851406046,-116.23455828206325
34.74473134809548,-117.89444711598135
34.589635112652935,-116.21303230233107
35.37814836802504,-117.80306232507613
35.15742626329401,-117.82972408681495
34.22097287491252,-117.12597709643575
34.891519089472,-117.14392861041912
35.384500413828995,-116.57098046575072
35.34205109552956,-117.76145781354055
35.36393755824865,-117.06341375201106
35.972476982958895,-117.57681282248139
34.46726912029684,-116.01771716127071
35.48398833882079,-117.87746468256985
35.91329030254746,-116.12947692429319
35.94757011907828,-117.99914861160019
35.74583715980245,-117.34714612698446
35.173692389244316,-116.26788245693845
34.52495705893465,-117.83690508531905
34.57692813614201,-116.84711308092841
34.40939902039245,-117.58390372631798
35.486559990687155,-117.56953778916225
34.88157008727189,-116.23641601937597
34.48481270359972,-117.1717096911555
34.93029076851315,-117.73619436874951
35.89979407631812,-117.75637867992972
35.77794378836113,-116.1808853570103
35.41200671095789,-117.7768660665201
34.292873700347734,-116.70593810400021
35.329076148819944,-117.9525646562356
35.18267949533646,-116.48851579792495
35.69622499984044,-116.91405979667302
34.55989354841201,-117.93122736962327
34.740012870112366,-116.02219860765268
35.36823885002985,-116.08392429187778
35.51545958742706,-116.87328476531363
35.753139481985805,-117.68120934399902
34.1932471687295,-117.10812473080694
35.468840163370764,-117.75997228698697
35.49698461964469,-117.46814935388592
35.34349090944152,-117.07318758884894
35.44835625041399,-116.19205209944637
35.361459085504755,-117.9965990301671
34.52829171166023,-117.39971591400398
34.36211229168149,-117.0192702485164
34.79673604825066,-117.84547313411812
35.579896762239045,-117.0641539500308
35.82359543357127,-117.0786740446679
34.07197199655464,-116.59758414864785
35.76292049672767,-117.92983571601457
35.45781344454508,-117.42519095766444
35.896124450878865,-116.19875904594964
34.16701765247303,-117.22140392641953
35.43588840993454,-117.19185500376808
34.106502704745694,-117.50044350429525
35.5956191337961,-117.44914179257242
35.21071928262227,-117.47800130292703
34.39425578520229,-116.34089703572586
34.876800490459665,-117.98622767563822
35.54235011466691,-117.84702496843033
34.97704383383786,-117.17202069865901
34.53513038819446,-117.14378534040883
34.27869249568033,-117.08124056844103
35.09793758412283,-117.8118279090831
34.822935830837466,-117.24775055536873
34.674063067136075,-117.5490158441097
35.64703431929001,-116.39518477350788
34.27470065204346,-116.10085608571083
35.718044369894244,-117.01443333348085
35.31671014603909,-116.27186021001324
35.702450289461005,-117.34491356403451
35.47172976295224,-116.62561256080335
34.88936159872717,-117.71729186376751
34.27054204864838,-117.53062426883471
35.65156346869405,-117.18897598265671
35.54336357157139,-116.60107949400664
35.70556640296738,-116.38109891789907
35.67171890741737,-116.405432948474
34.86676949714977,-117.58103336001915
35.96755195257487,-117.35091838919645
34.52296977909723,-117.14153321824459
35.954500674146864,-116.42259388008337
35.70126175431522,-116.26533439704863
34.46578530208836,-117.91839243169997
34.10205938556991,-117.13037477105249
34.037322453168386,-116.98821899378206
35.683809828411924,-117.77880169303407
35.2841104763433,-116.15783989051923
34.95249028197442,-117.56943434092142
35.20826542533238,-116.94168525975046
34.097057349004665,-116.42673764689874
34.49487724174333,-117.4263246436111
35.28272215721298,-117.85563529321207
35.67649218981914,-117.74694620716072
35.13458311732506,-117.27859388027224
34.54472877523406,-116.56875774999257
35.73053897321475,-116.68650882886696
35.110583371220294,-116.85768562691318
34.5854388411755,-116.04918849802822
35.479891059705764,-116.23528822759319
34.59685450799324,-116.71420919973257
35.94049462585978,-117.31896960325597
34.37627036600875,-116.2413089633831
35.81674599836697,-117.32579350157098
34.05904249671041,-117.32085810288115
34.74598244594016,-116.51241137397214
34.75311089711917,-116.79572866299557
35.69261170774027,-117.86454787869143
35.08485348569444,-116.15380982124684
35.00649047827508,-117.69122591762999
34.376589747363134,-117.83411052628945
34.14425724770315,-116.27745208645443
34.43281477900581,-116.24036078675063
34.08499656190601,-116.64735040828347
35.60774230916543,-116.66994073069375
35.954210843007246,-117.32626400347444
34.48952492496769,-117.37443005977953
35.04472196915987,-117.3834615636955
34.391197856283036,-116.32009072866101
35.08258351917241,-116.5639517187259
34.679578832315144,-117.01815245115986
35.000594667492386,-117.30133589037365
35.577308472235345,-116.20953935499517
35.55058097065312,-116.53103439055232
35.79335859492497,-116.04950218901735
35.670195461360215,-116.48780620241448
35.832920564963615,-117.52371709752603
34.33756775208652,-117.92111395853202
34.95443002848522,-116.47105833467973
35.587487067805206,-116.77087841701618
34.607567472379095,-117.49721024145326
34.1882156227606,-116.43308325810044
35.043656658527446,-117.89495630630884
34.812104988281504,-117.89507883384822
34.96236769638681,-117.59759121907578
34.409005409375226,-116.0846431909261
35.033416973989716,-117.75944041783232
35.886856524565346,-117.69020572022505
34.23022369656196,-117.81654024862118
34.978497571336646,-116.10222024565368
34.268039072698656,-117.10945858970291
35.66118625638335,-117.15324581752247
35.19102193905954,-117.56044828211697
34.88032584475634,-117.2876327075562
35.16912814783207,-117.57639341146863
34.96022895172317,-116.7182630801264
35.01391443546029,-117.43376793451903
34.204834721415786,-117.54044380321827
35.0630796102793,-116.19053849789884
34.97116561572426,-117.25153108338613
34.05228460644869,-117.26210240346622
35.86895297318871,-117.1346320388288
35.282724510778806,-116.54112219848503
35.28668466550815,-117.41105914053188
34.71488995889367,-116.90648477892962
35.26755056866524,-116.31473426457703
35.50888480440441,-117.42099526511336
34.74155519842565,-117.00681033657256
34.325149799007065,-117.19360238288698
34.78161808180258,-117.7703568293413
34.61548825131551,-117.08336064367347
35.344010794741216,-117.79486101668228
35.76821191580449,-116.42236952954212
34.72081377703801,-116.18845489541275
34.99208808683797,-117.52886989398995
34.042077369533956,-117.00903274965476
34.85509638038005,-117.1622895347687
34.53283692691281,-116.16185458848678
35.631308735887956,-117.08952658705361
35.41701863323047,-117.97496269684437
34.732474643025924,-117.32617808025745
35.505597633067715,-116.91820128811531
34.69031940819994,-116.12997739055568
35.8142982849307,-116.85741513239898
35.471633488923764,-116.75118446586465
35.137001449058054,-117.74074562149966
34.61334088309677,-117.60070037963557
34.5693699541444,-117.80483651308838
35.64035894155011,-116.35251143379203
35.503620214298394,-117.19863404280471
35.42971849819444,-116.17947240918548
35.54236010294436,-116.0222298629259
34.378759340121725,-116.51710282333728
34.65765606658517,-117.6659920753834
34.86447050446265,-117.29521862857824
34.99855727926247,-116.99877288168966
34.40139104150889,-117.86382096962156
35.96679844882929,-116.36085674048907
35.947459287036466,-117.68940544740377
34.27399423375611,-116.70767449961035
35.57278215906019,-116.52103302716435
35.18180020029424,-117.60864997789014
35.27747225186819,-117.49223570112032
34.12134789513571,-117.10853615301346
34.914622507630234,-116.10024109702017
35.397517240436045,-117.21525396908133
34.0238732495238,-117.07068806807949
34.14675585377707,-116.82581815063145
34.15691904021893,-117.69779623661478
34.60867099314023,-117.46548117915081
34.89187943600283,-116.67451917395023
35.02842373345722,-116.62661839100018
35.06047819711068,-117.03125196087935
34.885501716955844,-116.0048749270962
35.27171912525452,-117.99060444430386
34.45517539569219,-117.99313141646448
35.45320999577224,-116.59116500419756
34.744937835526265,-117.79501152764165
35.305238171570075,-116.06724402063833
34.36907686035681,-117.14622644418024
34.66753141892103,-117.86599065611243
35.512037497467354,-116.61094541600639
35.0892346309488,-116.27087153098142
34.40702139217248,-117.32595913655959
34.5827992602722,-116.47288962553405
35.81092283473288,-117.28149348401432
35.91253757078247,-117.92469019088279
34.10408625948055,-116.06923627815573
35.00192303405962,-117.45677293301296
35.379241009268355,-116.22182413700433
34.075909846597504,-117.39558270963418
34.430828109123084,-116.19028613946635
35.93341622368476,-117.24559673696427
34.290508009891646,-116.56181153714392
34.760610987987874,-117.06571193367193
34.392667681021365,-116.52720900543697
34.00451788953992,-117.52577273690868
34.376724317904554,-117.12980537407483
34.01340200805308,-116.46317334869067
35.127657274237436,-117.15473547790347
34.65046648129615,-117.89904495079885
34.924919573824226,-116.73727023268673
34.45003995321551,-117.75006187624315
34.98268390340865,-116.52024736321475
34.533522709744744,-117.90041614035496
34.651036787451325,-116.14116643624922
35.77077903952066,-116.29364844334542
35.840540227869106,-116.09361313848129
35.58672664381284,-116.26735150216719
34.85691328603997,-116.77329755630079
34.80722836057587,-116.72509523427831
35.59585062896142,-117.06616058320465
35.735481884909234,-116.42050021356442
35.316209459172086,-116.96815161197802
35.987213710110225,-116.98713557147285
35.073611948970935,-117.98898000272054
34.690936497898846,-117.57148001544881
34.42344693827936,-116.03000820433805
34.19806932789557,-116.88171409896559
35.19164232893133,-116.78548957298983
34.701731600540185,-117.42781201710929
34.37292612003477,-116.40221015148417
35.318426391393764,-117.7613490245104
34.590627214039884,-116.32204075488211
35.878354042580085,-116.43646720077804
34.82205066851532,-116.46660042360013
34.63903246728027,-117.22726941097301
34.30018637435886,-116.68287126984343
35.90406715934078,-117.47254230048551
34.27861696683328,-117.89600048216452
35.73972196447144,-116.05303306874231
34.97531516026816,-116.0255473315925
35.47700327316389,-116.63112042022708
34.608764081406214,-116.14190495557739
35.358407503243534,-116.15366499404514
34.235787528208945,-116.42205575696369
34.38127100271008,-116.55098843850261
34.03736402784582,-117.21744730672951
34.427875395063566,-117.18973371405782
34.05006259433504,-116.95496387518494
34.22476865779606,-116.00307841355854
34.469509830758454,-116.14308075881797
34.971256493878734,-117.10068298283147
35.87135699682045,-117.10932063330267
35.984694993997785,-117.55155346555131
34.006741190790244,-117.27903079702125
35.863126558969526,-116.14427869849277
35.38883092580588,-116.38020961037287
34.0699705750142,-117.32470272318713
34.566287310278874,-116.80278319409919
34.72685761428595,-116.34794163947406
35.36923430228195,-116.43644251410032
35.079166841687744,-117.17764679516993
34.12275054475413,-116.18049199893264
34.491766987258536,-117.94234545356227
35.1574044621723,-117.77888053093861
35.52873848875932,-116.60454577402248
34.97153987401227,-116.95333364965948
35.87557834244845,-116.42383850153135
34.43590614671939,-116.9977224775239
35.140307871009256,-116.99896408467006
35.27063921226602,-116.45765251928401
35.41806286429321,-117.21093914974128
35.26763024214741,-116.8294983019686
35.5051567358864,-116.07840972889281
35.6983640724266,-116.38655403433063
34.39933077973265,-116.96590247607257
35.21890973474604,-116.47167424443768
35.70278701161215,-116.3796248000986
35.817707443585896,-116.08852317257167
35.67530487716069,-116.80078914306326
34.958466417027985,-116.06999815855545
34.11099752176003,-116.87381308704508
34.481251465704,-117.28491758345577
35.79842156122508,-116.74999869779833
35.08268435414249,-116.17078221527322
35.911147594107916,-116.7452494390535
35.91902479888183,-116.88311048176301
34.350363201299594,-117.23028853904195
35.73183012075885,-117.72552282907078
35.42306473743534,-117.38941700956408
35.00537253842565,-116.86613096790983
34.391562215782,-116.03094309301403
34.411290712012786,-117.21280565355869
34.86493620106702,-117.89533723412491
34.03225904721219,-117.79247945261424
35.37063589037249,-117.83151509179119
34.33838914433239,-117.53327089455186
35.74676816887095,-116.45960443487074
34.21614316755219,-116.34294128531674
34.24433742544447,-116.33266935842292
35.107928361347135,-116.23827249138796
35.22315862945387,-117.55625268521247
35.79855228142594,-117.4122985208911
34.68212382058313,-116.43731589123368
35.11002441445972,-117.26007084882376
34.13963602183907,-117.79253496147756
35.57453171967704,-117.0576320420099
35.31860996414918,-116.9532778444041
35.51300046965188,-117.96453487180086
34.9357068822411,-117.70305692349791
34.66613389366631,-117.36147792284318
35.10737588815367,-117.37810406521943
35.16063634751152,-116.66500126458918
35.708215664876946,-116.40194384816597
35.468165982009054,-116.86041372320861
35.62679260721525,-116.58605106448971
34.43754239187226,-116.13548334879007
34.25825529420608,-117.53114864569844
35.38471072700938,-116.18652829379894
35.92626419161256,-117.81577174203247
34.51658864348601,-116.91838963571256
35.8704607417483,-116.70577284053579
34.266146520011254,-117.01617436433709
35.25338348580759,-116.48529545313953
35.44200408335856,-116.62956119257494
34.02825189018084,-116.06408872459777
35.309796393132586,-116.08559675552661
35.21447339489392,-116.38974462250873
35.77712941194835,-116.03639729472084
35.80528600996643,-117.4141970882875
34.81528864102621,-116.63182937375676
